customer_id,full_name,phone,city,registered_at,status
465,Customer 00465,+447700000465,Sheffield,2025-02-10,blocked
466,Customer 00466,+447700000466,Glasgow,2026-01-17,active
467,Customer 00467,+447700000467,Leeds,2025-06-20,active
468,Customer 00468,+447700000468,Manchester,2025-09-19,active
469,Customer 00469,+447700000469,Sheffield,2025-09-19,active
470,Customer 00470,+447700000470,Bristol,2025-06-29,active
471,Customer 00471,+447700000471,Leeds,2025-02-22,active
472,Customer 00472,+447700000472,Glasgow,2025-04-12,active
473,Customer 00473,+447700000473,Cardiff,2025-03-20,active
474,Customer 00474,+447700000474,Birmingham,2026-01-31,blocked
475,Customer 00475,+447700000475,Edinburgh,2026-01-22,blocked
476,Customer 00476,+447700000476,Cardiff,2025-11-26,active
477,Customer 00477,+447700000477,Bristol,2025-03-19,blocked
478,Customer 00478,+447700000478,Manchester,2025-08-29,blocked
479,Customer 00479,+447700000479,Glasgow,2025-05-21,active
480,Customer 00480,+447700000480,Bristol,2025-09-17,active
481,Customer 00481,+447700000481,Glasgow,2025-08-25,blocked
482,Customer 00482,+447700000482,London,2025-01-30,active
483,Customer 00483,+447700000483,Glasgow,2025-02-09,active
484,Customer 00484,+447700000484,Cardiff,2025-11-01,blocked
485,Customer 00485,+447700000485,Edinburgh,2025-10-25,active
486,Customer 00486,+447700000486,Edinburgh,2025-10-20,active
487,Customer 00487,+447700000487,Bristol,2025-11-06,blocked
488,Customer 00488,+447700000488,Sheffield,2025-03-19,active
489,Customer 00489,+447700000489,Edinburgh,2025-02-22,active
490,Customer 00490,+447700000490,Manchester,2025-09-16,active
491,Customer 00491,+447700000491,London,2025-05-07,blocked
492,Customer 00492,+447700000492,Edinburgh,2025-09-26,active
493,Customer 00493,+447700000493,Bristol,2025-07-10,active
494,Customer 00494,+447700000494,Liverpool,2025-07-29,active
495,Customer 00495,+447700000495,Cardiff,2025-01-27,active
496,Customer 00496,+447700000496,Manchester,2025-06-18,active
497,Customer 00497,+447700000497,Sheffield,2025-12-14,blocked
498,Customer 00498,+447700000498,Glasgow,2025-05-10,active
499,Customer 00499,+447700000499,Bristol,2025-02-11,active
500,Customer 00500,+447700000500,Bristol,2025-06-08,blocked
501,Customer 00501,+447700000501,Birmingham,2025-11-01,active
502,Customer 00502,+447700000502,Glasgow,2025-10-14,blocked
503,Customer 00503,+447700000503,Bristol,2025-03-07,active
504,Customer 00504,+447700000504,Liverpool,2025-09-18,active
505,Customer 00505,+447700000505,London,2025-07-05,active
506,Customer 00506,+447700000506,Birmingham,2025-04-20,active
507,Customer 00507,+447700000507,Edinburgh,2025-04-09,active
508,Customer 00508,+447700000508,Birmingham,2025-03-21,active
509,Customer 00509,+447700000509,Glasgow,2025-02-21,active
510,Customer 00510,+447700000510,Bristol,2026-01-28,active
511,Customer 00511,+447700000511,Cardiff,2025-07-12,active
512,Customer 00512,+447700000512,Birmingham,2025-04-03,active
513,Customer 00513,+447700000513,Edinburgh,2025-01-23,blocked
514,Customer 00514,+447700000514,Bristol,2025-12-13,active
515,Customer 00515,+447700000515,Edinburgh,2025-11-09,active
516,Customer 00516,+447700000516,Edinburgh,2025-04-30,active
517,Customer 00517,+447700000517,Glasgow,2025-08-29,active
518,Customer 00518,+447700000518,Bristol,2025-12-14,blocked
519,Customer 00519,+447700000519,Edinburgh,2026-01-29,active
520,Customer 00520,+447700000520,Liverpool,2025-09-15,blocked
521,Customer 00521,+447700000521,Birmingham,2025-04-13,active
522,Customer 00522,+447700000522,Glasgow,2025-01-27,blocked
523,Customer 00523,+447700000523,Bristol,2025-10-11,active
524,Customer 00524,+447700000524,Sheffield,2025-03-05,active
525,Customer 00525,+447700000525,Manchester,2026-01-26,active
526,Customer 00526,+447700000526,Glasgow,2025-08-19,active
527,Customer 00527,+447700000527,Liverpool,2025-02-16,active
528,Customer 00528,+447700000528,Edinburgh,2025-06-28,active
529,Customer 00529,+447700000529,Liverpool,2025-01-28,blocked
530,Customer 00530,+447700000530,Sheffield,2025-07-11,active
531,Customer 00531,+447700000531,Liverpool,2025-02-11,active
532,Customer 00532,+447700000532,Leeds,2025-01-15,active
533,Customer 00533,+447700000533,Manchester,2026-01-01,active
534,Customer 00534,+447700000534,Birmingham,2025-03-12,active
535,Customer 00535,+447700000535,Glasgow,2025-08-30,active
536,Customer 00536,+447700000536,Edinburgh,2025-08-18,active
537,Customer 00537,+447700000537,Manchester,2025-01-10,active
538,Customer 00538,+447700000538,Leeds,2025-03-18,blocked
539,Customer 00539,+447700000539,Manchester,2026-02-02,active
540,Customer 00540,+447700000540,Leeds,2025-06-04,active
541,Customer 00541,+447700000541,London,2025-05-03,blocked
542,Customer 00542,+447700000542,Cardiff,2025-08-23,active
543,Customer 00543,+447700000543,Manchester,2025-09-13,active
544,Customer 00544,+447700000544,Sheffield,2025-10-22,active
545,Customer 00545,+447700000545,Birmingham,2025-05-30,blocked
546,Customer 00546,+447700000546,London,2025-11-11,active
547,Customer 00547,+447700000547,Leeds,2025-10-20,blocked
548,Customer 00548,+447700000548,Birmingham,2025-12-07,active
549,Customer 00549,+447700000549,Sheffield,2025-07-04,active
550,Customer 00550,+447700000550,Sheffield,2025-10-06,active
551,Customer 00551,+447700000551,Liverpool,2025-08-29,active
552,Customer 00552,+447700000552,Liverpool,2025-07-11,active
553,Customer 00553,+447700000553,London,2025-07-02,active
554,Customer 00554,+447700000554,Bristol,2025-05-04,active
555,Customer 00555,+447700000555,Cardiff,2026-01-12,active
556,Customer 00556,+447700000556,Birmingham,2025-01-23,active
557,Customer 00557,+447700000557,Sheffield,2025-06-23,active
558,Customer 00558,+447700000558,Edinburgh,2025-12-23,blocked
559,Customer 00559,+447700000559,Birmingham,2025-03-11,active
560,Customer 00560,+447700000560,Edinburgh,2025-01-19,active
561,Customer 00561,+447700000561,Leeds,2025-01-23,active
562,Customer 00562,+447700000562,London,2025-06-11,active
563,Customer 00563,+447700000563,Sheffield,2025-07-23,blocked
564,Customer 00564,+447700000564,Glasgow,2025-01-19,active
565,Customer 00565,+447700000565,Glasgow,2025-07-02,active
566,Customer 00566,+447700000566,Bristol,2025-05-20,active
567,Customer 00567,+447700000567,Bristol,2025-08-12,blocked
568,Customer 00568,+447700000568,Edinburgh,2025-07-17,active
569,Customer 00569,+447700000569,Birmingham,2025-09-12,blocked
570,Customer 00570,+447700000570,Bristol,2025-09-23,active
571,Customer 00571,+447700000571,Manchester,2026-01-08,blocked
572,Customer 00572,+447700000572,Manchester,2025-08-09,active
573,Customer 00573,+447700000573,Sheffield,2025-05-31,active
574,Customer 00574,+447700000574,Manchester,2025-02-10,active
575,Customer 00575,+447700000575,Glasgow,2025-06-06,blocked
576,Customer 00576,+447700000576,Cardiff,2026-01-03,blocked
577,Customer 00577,+447700000577,Birmingham,2025-12-20,blocked
578,Customer 00578,+447700000578,Bristol,2025-08-17,active
579,Customer 00579,+447700000579,Bristol,2025-11-11,blocked
580,Customer 00580,+447700000580,Glasgow,2025-11-24,active
581,Customer 00581,+447700000581,Manchester,2025-12-10,blocked
582,Customer 00582,+447700000582,Bristol,2025-09-20,active
583,Customer 00583,+447700000583,London,2025-03-15,blocked
584,Customer 00584,+447700000584,London,2025-03-06,active
585,Customer 00585,+447700000585,Leeds,2026-02-03,active
586,Customer 00586,+447700000586,Bristol,2025-07-16,active
587,Customer 00587,+447700000587,Cardiff,2025-03-20,blocked
588,Customer 00588,+447700000588,Bristol,2025-07-10,blocked
589,Customer 00589,+447700000589,Manchester,2025-10-21,active
590,Customer 00590,+447700000590,Sheffield,2025-07-07,blocked
591,Customer 00591,+447700000591,Bristol,2025-11-29,active
592,Customer 00592,+447700000592,Leeds,2025-02-28,active
593,Customer 00593,+447700000593,Birmingham,2025-09-13,blocked
594,Customer 00594,+447700000594,Sheffield,2025-03-02,active
595,Customer 00595,+447700000595,Glasgow,2025-12-27,blocked
596,Customer 00596,+447700000596,Leeds,2025-11-10,active
597,Customer 00597,+447700000597,Edinburgh,2025-04-13,active
598,Customer 00598,+447700000598,Birmingham,2025-02-07,blocked
599,Customer 00599,+447700000599,Birmingham,2026-01-01,blocked
600,Customer 00600,+447700000600,Manchester,2025-12-16,active
601,Customer 00601,+447700000601,Bristol,2025-12-30,active
602,Customer 00602,+447700000602,Sheffield,2025-10-05,active
603,Customer 00603,+447700000603,Glasgow,2025-03-22,active
604,Customer 00604,+447700000604,Bristol,2025-09-18,active
605,Customer 00605,+447700000605,Manchester,2025-04-13,active
606,Customer 00606,+447700000606,Leeds,2025-09-10,active
607,Customer 00607,+447700000607,Bristol,2025-10-11,active
608,Customer 00608,+447700000608,Edinburgh,2025-10-10,active
609,Customer 00609,+447700000609,Cardiff,2025-02-14,active
610,Customer 00610,+447700000610,Glasgow,2025-07-23,blocked
611,Customer 00611,+447700000611,Sheffield,2025-07-30,blocked
612,Customer 00612,+447700000612,Cardiff,2025-02-07,active
613,Customer 00613,+447700000613,Bristol,2025-11-25,active
614,Customer 00614,+447700000614,Edinburgh,2025-08-27,active
615,Customer 00615,+447700000615,Birmingham,2026-02-04,active
616,Customer 00616,+447700000616,Birmingham,2025-08-10,active
617,Customer 00617,+447700000617,Manchester,2025-09-23,active
618,Customer 00618,+447700000618,Glasgow,2025-03-26,active
619,Customer 00619,+447700000619,Bristol,2025-12-30,active
620,Customer 00620,+447700000620,Bristol,2025-09-23,active
621,Customer 00621,+447700000621,Manchester,2025-05-09,active
622,Customer 00622,+447700000622,Sheffield,2025-05-21,active
623,Customer 00623,+447700000623,Glasgow,2025-11-11,active
624,Customer 00624,+447700000624,Sheffield,2025-11-25,active
625,Customer 00625,+447700000625,Cardiff,2025-10-25,active
626,Customer 00626,+447700000626,Birmingham,2025-12-04,active
627,Customer 00627,+447700000627,Cardiff,2025-01-22,active
628,Customer 00628,+447700000628,Manchester,2025-01-24,active
629,Customer 00629,+447700000629,Leeds,2026-01-28,blocked
630,Customer 00630,+447700000630,Cardiff,2025-11-24,active
631,Customer 00631,+447700000631,Edinburgh,2025-11-18,active
632,Customer 00632,+447700000632,Glasgow,2025-09-05,active
633,Customer 00633,+447700000633,Liverpool,2025-06-02,blocked
634,Customer 00634,+447700000634,Manchester,2025-12-19,active
635,Customer 00635,+447700000635,Birmingham,2025-08-14,blocked
636,Customer 00636,+447700000636,Edinburgh,2025-08-26,active
637,Customer 00637,+447700000637,Bristol,2025-11-07,active
638,Customer 00638,+447700000638,Bristol,2026-01-03,active
639,Customer 00639,+447700000639,Bristol,2025-07-24,active
640,Customer 00640,+447700000640,Bristol,2025-09-21,active
641,Customer 00641,+447700000641,Bristol,2025-05-04,blocked
642,Customer 00642,+447700000642,Manchester,2025-05-17,blocked
643,Customer 00643,+447700000643,Leeds,2025-03-14,active
644,Customer 00644,+447700000644,London,2025-05-29,blocked
645,Customer 00645,+447700000645,Cardiff,2025-08-03,active
646,Customer 00646,+447700000646,Birmingham,2025-06-17,active
647,Customer 00647,+447700000647,Leeds,2026-01-26,active
648,Customer 00648,+447700000648,Edinburgh,2025-09-21,blocked
649,Customer 00649,+447700000649,Edinburgh,2025-06-07,blocked
650,Customer 00650,+447700000650,London,2025-02-16,blocked
651,Customer 00651,+447700000651,Sheffield,2025-08-23,active
652,Customer 00652,+447700000652,Leeds,2025-10-26,active
653,Customer 00653,+447700000653,London,2025-01-26,active
654,Customer 00654,+447700000654,Edinburgh,2025-11-02,blocked
655,Customer 00655,+447700000655,Glasgow,2025-10-02,active
656,Customer 00656,+447700000656,Manchester,2025-08-09,active
657,Customer 00657,+447700000657,Glasgow,2026-01-08,active
658,Customer 00658,+447700000658,Liverpool,2025-07-07,active
659,Customer 00659,+447700000659,Liverpool,2025-01-27,active
660,Customer 00660,+447700000660,Bristol,2025-10-11,active
661,Customer 00661,+447700000661,Manchester,2025-07-17,blocked
662,Customer 00662,+447700000662,Sheffield,2025-05-24,active
663,Customer 00663,+447700000663,Birmingham,2025-02-19,blocked
664,Customer 00664,+447700000664,Bristol,2025-06-23,active
665,Customer 00665,+447700000665,Birmingham,2025-04-12,blocked
666,Customer 00666,+447700000666,Sheffield,2025-01-21,active
667,Customer 00667,+447700000667,London,2025-03-12,active
668,Customer 00668,+447700000668,Edinburgh,2025-09-23,blocked
669,Customer 00669,+447700000669,Birmingham,2025-11-07,active
670,Customer 00670,+447700000670,Bristol,2025-11-10,active
671,Customer 00671,+447700000671,Birmingham,2025-07-21,active
672,Customer 00672,+447700000672,Cardiff,2025-06-22,blocked
673,Customer 00673,+447700000673,Cardiff,2025-06-03,blocked
674,Customer 00674,+447700000674,London,2025-07-08,active
675,Customer 00675,+447700000675,Manchester,2025-08-02,active
676,Customer 00676,+447700000676,London,2025-11-02,blocked
677,Customer 00677,+447700000677,Glasgow,2025-12-02,active
678,Customer 00678,+447700000678,London,2025-10-26,blocked
679,Customer 00679,+447700000679,Birmingham,2025-09-26,blocked
680,Customer 00680,+447700000680,Birmingham,2025-12-15,active
681,Customer 00681,+447700000681,London,2025-10-21,active
682,Customer 00682,+447700000682,Leeds,2025-01-10,blocked
683,Customer 00683,+447700000683,Bristol,2025-08-03,active
684,Customer 00684,+447700000684,Liverpool,2025-12-20,active
685,Customer 00685,+447700000685,Liverpool,2025-09-14,blocked
686,Customer 00686,+447700000686,London,2025-12-28,active
687,Customer 00687,+447700000687,Sheffield,2025-04-17,active
688,Customer 00688,+447700000688,Edinburgh,2025-09-27,blocked
689,Customer 00689,+447700000689,Bristol,2025-03-30,blocked
690,Customer 00690,+447700000690,Sheffield,2025-06-25,active
691,Customer 00691,+447700000691,Glasgow,2025-11-09,blocked
692,Customer 00692,+447700000692,Leeds,2025-05-07,active
693,Customer 00693,+447700000693,Sheffield,2025-06-02,active
694,Customer 00694,+447700000694,Glasgow,2026-01-30,active
695,Customer 00695,+447700000695,Leeds,2025-12-20,blocked
696,Customer 00696,+447700000696,Bristol,2025-09-03,active
697,Customer 00697,+447700000697,Sheffield,2026-01-05,active
698,Customer 00698,+447700000698,Glasgow,2025-03-04,blocked
699,Customer 00699,+447700000699,Liverpool,2025-06-26,active
700,Customer 00700,+447700000700,Glasgow,2025-01-22,active
701,Customer 00701,+447700000701,Manchester,2025-06-27,blocked
702,Customer 00702,+447700000702,Glasgow,2026-01-18,blocked
703,Customer 00703,+447700000703,Leeds,2025-04-14,active
704,Customer 00704,+447700000704,Sheffield,2025-12-23,active
705,Customer 00705,+447700000705,Birmingham,2025-02-25,active
706,Customer 00706,+447700000706,Leeds,2025-01-26,active
707,Customer 00707,+447700000707,Leeds,2025-01-27,active
708,Customer 00708,+447700000708,Liverpool,2025-06-19,blocked
709,Customer 00709,+447700000709,Manchester,2025-12-15,active
710,Customer 00710,+447700000710,London,2025-10-09,active
711,Customer 00711,+447700000711,Liverpool,2025-12-01,blocked
712,Customer 00712,+447700000712,Edinburgh,2025-11-30,active
713,Customer 00713,+447700000713,Glasgow,2025-06-14,active
714,Customer 00714,+447700000714,London,2026-01-29,active
715,Customer 00715,+447700000715,Cardiff,2025-04-29,active
716,Customer 00716,+447700000716,Birmingham,2025-08-02,active
717,Customer 00717,+447700000717,London,2025-07-23,blocked
718,Customer 00718,+447700000718,Birmingham,2026-01-19,active
719,Customer 00719,+447700000719,London,2025-01-05,active
720,Customer 00720,+447700000720,Cardiff,2025-11-05,active
721,Customer 00721,+447700000721,Bristol,2025-05-26,blocked
722,Customer 00722,+447700000722,Sheffield,2025-09-26,blocked
723,Customer 00723,+447700000723,Birmingham,2025-09-16,blocked
724,Customer 00724,+447700000724,Glasgow,2025-04-09,active
725,Customer 00725,+447700000725,Bristol,2025-03-25,blocked
726,Customer 00726,+447700000726,Glasgow,2026-01-03,active
727,Customer 00727,+447700000727,London,2026-01-13,active
728,Customer 00728,+447700000728,Glasgow,2025-10-18,active
729,Customer 00729,+447700000729,Birmingham,2025-11-09,blocked
730,Customer 00730,+447700000730,Liverpool,2025-09-21,active
731,Customer 00731,+447700000731,Manchester,2025-07-25,active
732,Customer 00732,+447700000732,Birmingham,2025-03-13,blocked
733,Customer 00733,+447700000733,Bristol,2025-05-08,active
734,Customer 00734,+447700000734,Glasgow,2025-07-16,active
735,Customer 00735,+447700000735,Edinburgh,2026-01-21,active
736,Customer 00736,+447700000736,Bristol,2025-06-04,active
737,Customer 00737,+447700000737,Glasgow,2025-12-01,active
738,Customer 00738,+447700000738,Leeds,2025-02-01,active
739,Customer 00739,+447700000739,Edinburgh,2025-06-07,active
740,Customer 00740,+447700000740,Liverpool,2025-12-18,active
741,Customer 00741,+447700000741,Manchester,2025-11-24,active
742,Customer 00742,+447700000742,Bristol,2025-11-11,active
743,Customer 00743,+447700000743,Leeds,2025-03-10,blocked
744,Customer 00744,+447700000744,Birmingham,2025-08-21,active
745,Customer 00745,+447700000745,Liverpool,2025-12-26,blocked
746,Customer 00746,+447700000746,Sheffield,2025-12-07,active
747,Customer 00747,+447700000747,Leeds,2025-12-15,active
748,Customer 00748,+447700000748,Sheffield,2025-08-17,active
749,Customer 00749,+447700000749,Manchester,2025-10-16,active
750,Customer 00750,+447700000750,London,2025-10-08,active
751,Customer 00751,+447700000751,Cardiff,2025-10-02,active
752,Customer 00752,+447700000752,Birmingham,2025-06-17,blocked
753,Customer 00753,+447700000753,Manchester,2025-12-15,active
754,Customer 00754,+447700000754,Cardiff,2025-09-08,active
755,Customer 00755,+447700000755,Sheffield,2025-08-17,active
756,Customer 00756,+447700000756,Edinburgh,2025-03-09,blocked
757,Customer 00757,+447700000757,Edinburgh,2025-10-16,active
758,Customer 00758,+447700000758,Sheffield,2025-08-25,active
759,Customer 00759,+447700000759,London,2025-07-22,active
760,Customer 00760,+447700000760,London,2026-01-17,active
761,Customer 00761,+447700000761,Cardiff,2025-02-07,active
762,Customer 00762,+447700000762,Liverpool,2025-06-26,active
763,Customer 00763,+447700000763,Sheffield,2025-01-31,active
764,Customer 00764,+447700000764,Edinburgh,2025-01-17,active
765,Customer 00765,+447700000765,Liverpool,2025-04-03,active
766,Customer 00766,+447700000766,Liverpool,2025-07-11,blocked
767,Customer 00767,+447700000767,Edinburgh,2025-07-13,blocked
768,Customer 00768,+447700000768,Manchester,2025-12-16,active
769,Customer 00769,+447700000769,Bristol,2025-03-02,active
770,Customer 00770,+447700000770,Sheffield,2025-07-21,active
771,Customer 00771,+447700000771,Leeds,2025-01-02,active
772,Customer 00772,+447700000772,Glasgow,2025-08-26,blocked
773,Customer 00773,+447700000773,Sheffield,2025-07-14,active
774,Customer 00774,+447700000774,Leeds,2025-08-24,active
775,Customer 00775,+447700000775,Birmingham,2025-05-22,active
776,Customer 00776,+447700000776,Manchester,2025-01-17,blocked
777,Customer 00777,+447700000777,Cardiff,2026-01-28,active
778,Customer 00778,+447700000778,Leeds,2025-04-16,active
779,Customer 00779,+447700000779,Manchester,2025-11-01,active
780,Customer 00780,+447700000780,Edinburgh,2025-11-03,active
781,Customer 00781,+447700000781,Leeds,2026-01-15,active
782,Customer 00782,+447700000782,Liverpool,2025-08-13,active
783,Customer 00783,+447700000783,Sheffield,2025-04-22,active
784,Customer 00784,+447700000784,Birmingham,2025-09-15,active
785,Customer 00785,+447700000785,Leeds,2026-01-10,active
786,Customer 00786,+447700000786,Cardiff,2025-11-03,active
787,Customer 00787,+447700000787,Leeds,2025-06-04,active
788,Customer 00788,+447700000788,Sheffield,2025-04-24,blocked
789,Customer 00789,+447700000789,Glasgow,2025-05-21,active
790,Customer 00790,+447700000790,Sheffield,2025-10-30,active
791,Customer 00791,+447700000791,Liverpool,2025-10-12,blocked
792,Customer 00792,+447700000792,London,2025-06-26,blocked
793,Customer 00793,+447700000793,Sheffield,2025-06-13,blocked
794,Customer 00794,+447700000794,Liverpool,2025-03-18,active
795,Customer 00795,+447700000795,Liverpool,2025-04-05,blocked
796,Customer 00796,+447700000796,Leeds,2025-04-26,active
797,Customer 00797,+447700000797,Birmingham,2025-08-26,active
798,Customer 00798,+447700000798,Sheffield,2025-07-31,blocked
799,Customer 00799,+447700000799,Sheffield,2025-09-29,active
800,Customer 00800,+447700000800,Liverpool,2025-05-05,active
801,Customer 00801,+447700000801,Leeds,2025-06-19,active
802,Customer 00802,+447700000802,Edinburgh,2025-07-09,active
803,Customer 00803,+447700000803,Sheffield,2026-01-06,active
804,Customer 00804,+447700000804,London,2025-05-18,blocked
805,Customer 00805,+447700000805,Cardiff,2025-11-05,active
806,Customer 00806,+447700000806,Manchester,2025-04-07,active
807,Customer 00807,+447700000807,Edinburgh,2025-04-17,active
808,Customer 00808,+447700000808,Glasgow,2025-01-08,active
809,Customer 00809,+447700000809,Leeds,2026-01-15,active
810,Customer 00810,+447700000810,Edinburgh,2025-05-05,active
811,Customer 00811,+447700000811,Liverpool,2025-05-03,active
812,Customer 00812,+447700000812,Glasgow,2025-07-14,blocked
813,Customer 00813,+447700000813,Sheffield,2025-11-29,active
814,Customer 00814,+447700000814,Glasgow,2025-05-14,active
815,Customer 00815,+447700000815,Sheffield,2025-09-12,blocked
816,Customer 00816,+447700000816,Manchester,2026-01-05,blocked
817,Customer 00817,+447700000817,Bristol,2025-04-15,active
818,Customer 00818,+447700000818,Bristol,2025-07-31,active
819,Customer 00819,+447700000819,Cardiff,2025-04-24,active
820,Customer 00820,+447700000820,London,2025-05-14,blocked
821,Customer 00821,+447700000821,Glasgow,2025-03-20,active
822,Customer 00822,+447700000822,Bristol,2025-04-28,blocked
823,Customer 00823,+447700000823,Cardiff,2025-05-06,blocked
824,Customer 00824,+447700000824,Sheffield,2025-12-02,active
825,Customer 00825,+447700000825,Glasgow,2026-01-26,blocked
826,Customer 00826,+447700000826,Edinburgh,2025-08-24,active
827,Customer 00827,+447700000827,Bristol,2025-03-28,active
828,Customer 00828,+447700000828,Sheffield,2025-09-08,active
829,Customer 00829,+447700000829,Sheffield,2025-11-25,active
830,Customer 00830,+447700000830,Sheffield,2025-01-18,active
831,Customer 00831,+447700000831,London,2026-01-27,active
832,Customer 00832,+447700000832,Liverpool,2025-03-12,active
833,Customer 00833,+447700000833,Manchester,2025-12-29,active
834,Customer 00834,+447700000834,London,2025-04-22,blocked
835,Customer 00835,+447700000835,Bristol,2025-01-31,blocked
836,Customer 00836,+447700000836,Edinburgh,2025-01-09,active
837,Customer 00837,+447700000837,Sheffield,2025-10-10,blocked
838,Customer 00838,+447700000838,London,2025-01-09,active
839,Customer 00839,+447700000839,Sheffield,2025-05-27,active
840,Customer 00840,+447700000840,Sheffield,2025-12-24,blocked
841,Customer 00841,+447700000841,Birmingham,2025-02-24,active
842,Customer 00842,+447700000842,Sheffield,2025-03-18,active
843,Customer 00843,+447700000843,Leeds,2025-11-14,active
844,Customer 00844,+447700000844,Bristol,2025-05-17,blocked
845,Customer 00845,+447700000845,Manchester,2025-07-11,blocked
846,Customer 00846,+447700000846,Edinburgh,2025-10-17,active
847,Customer 00847,+447700000847,Leeds,2025-06-03,active
848,Customer 00848,+447700000848,London,2025-02-17,blocked
849,Customer 00849,+447700000849,Liverpool,2025-07-13,blocked
850,Customer 00850,+447700000850,London,2025-11-23,active
851,Customer 00851,+447700000851,Birmingham,2025-02-12,blocked
852,Customer 00852,+447700000852,Liverpool,2025-11-27,active
853,Customer 00853,+447700000853,Cardiff,2025-02-18,active
854,Customer 00854,+447700000854,Leeds,2025-04-19,blocked
855,Customer 00855,+447700000855,Glasgow,2025-01-24,active
856,Customer 00856,+447700000856,Glasgow,2025-10-06,active
857,Customer 00857,+447700000857,Birmingham,2025-06-11,active
858,Customer 00858,+447700000858,Leeds,2025-10-28,active
859,Customer 00859,+447700000859,Liverpool,2025-02-09,active
860,Customer 00860,+447700000860,Birmingham,2025-10-16,active
861,Customer 00861,+447700000861,Cardiff,2025-07-19,active
862,Customer 00862,+447700000862,Liverpool,2026-01-22,active
863,Customer 00863,+447700000863,Manchester,2025-09-14,active
864,Customer 00864,+447700000864,London,2025-02-20,blocked
865,Customer 00865,+447700000865,Leeds,2025-02-08,active
866,Customer 00866,+447700000866,Cardiff,2026-01-29,blocked
867,Customer 00867,+447700000867,Bristol,2025-01-16,active
868,Customer 00868,+447700000868,Edinburgh,2025-09-09,active
869,Customer 00869,+447700000869,Bristol,2025-10-11,blocked
870,Customer 00870,+447700000870,Liverpool,2025-04-06,blocked
871,Customer 00871,+447700000871,Manchester,2026-01-31,active
872,Customer 00872,+447700000872,Leeds,2026-01-01,active
873,Customer 00873,+447700000873,Manchester,2025-05-18,active
874,Customer 00874,+447700000874,Liverpool,2025-12-31,active
875,Customer 00875,+447700000875,Liverpool,2025-06-12,active
876,Customer 00876,+447700000876,Manchester,2025-02-16,active
877,Customer 00877,+447700000877,Glasgow,2025-08-16,active
878,Customer 00878,+447700000878,Glasgow,2025-02-22,active
879,Customer 00879,+447700000879,Manchester,2025-04-06,blocked
880,Customer 00880,+447700000880,Edinburgh,2025-10-13,blocked
881,Customer 00881,+447700000881,Manchester,2025-01-14,active
882,Customer 00882,+447700000882,Bristol,2025-10-11,active
883,Customer 00883,+447700000883,Cardiff,2025-11-03,active
884,Customer 00884,+447700000884,Liverpool,2025-01-07,active
885,Customer 00885,+447700000885,Liverpool,2025-07-18,active
886,Customer 00886,+447700000886,Sheffield,2025-05-05,active
887,Customer 00887,+447700000887,Liverpool,2025-03-28,active
888,Customer 00888,+447700000888,Glasgow,2025-06-04,active
889,Customer 00889,+447700000889,Edinburgh,2025-03-16,active
890,Customer 00890,+447700000890,Birmingham,2025-08-11,active
891,Customer 00891,+447700000891,Liverpool,2025-06-03,blocked
892,Customer 00892,+447700000892,Manchester,2025-07-04,active
893,Customer 00893,+447700000893,Leeds,2026-01-05,blocked
894,Customer 00894,+447700000894,Cardiff,2025-11-12,active
895,Customer 00895,+447700000895,Edinburgh,2025-02-24,active
896,Customer 00896,+447700000896,Glasgow,2025-01-04,blocked
897,Customer 00897,+447700000897,Bristol,2025-11-14,blocked
898,Customer 00898,+447700000898,Bristol,2025-08-14,active
899,Customer 00899,+447700000899,Liverpool,2025-11-30,active
900,Customer 00900,+447700000900,Glasgow,2025-06-14,active
901,Customer 00901,+447700000901,Edinburgh,2025-06-10,active
902,Customer 00902,+447700000902,Liverpool,2025-06-13,active
903,Customer 00903,+447700000903,Edinburgh,2025-10-22,active
904,Customer 00904,+447700000904,Bristol,2025-07-12,active
905,Customer 00905,+447700000905,Liverpool,2025-07-06,active
906,Customer 00906,+447700000906,Cardiff,2025-04-13,active
907,Customer 00907,+447700000907,Sheffield,2025-01-14,blocked
908,Customer 00908,+447700000908,Leeds,2025-08-13,active
909,Customer 00909,+447700000909,Manchester,2025-07-29,blocked
910,Customer 00910,+447700000910,Birmingham,2025-11-21,active
911,Customer 00911,+447700000911,Leeds,2025-05-10,active
912,Customer 00912,+447700000912,Liverpool,2025-07-13,active
913,Customer 00913,+447700000913,Edinburgh,2025-11-03,blocked
914,Customer 00914,+447700000914,Cardiff,2025-07-25,blocked
915,Customer 00915,+447700000915,Sheffield,2025-01-19,active
916,Customer 00916,+447700000916,Sheffield,2025-11-01,active
917,Customer 00917,+447700000917,Manchester,2026-01-29,active
918,Customer 00918,+447700000918,Bristol,2025-03-27,active
919,Customer 00919,+447700000919,Cardiff,2025-11-27,blocked
920,Customer 00920,+447700000920,Bristol,2025-08-09,active
921,Customer 00921,+447700000921,London,2025-02-20,active
922,Customer 00922,+447700000922,Leeds,2025-09-19,active
923,Customer 00923,+447700000923,Edinburgh,2025-07-11,blocked
924,Customer 00924,+447700000924,Edinburgh,2026-01-31,active
925,Customer 00925,+447700000925,Bristol,2025-01-13,blocked
926,Customer 00926,+447700000926,Manchester,2025-06-01,blocked
927,Customer 00927,+447700000927,Manchester,2025-03-01,active
928,Customer 00928,+447700000928,Bristol,2025-06-09,active
929,Customer 00929,+447700000929,Edinburgh,2025-04-16,blocked
